TT   PID    AT    CT  IO_D    WT    RT   TRT
24930 11715924776 0     0     154   78    154   
24938 11838124856 0     0     82    42    82    
24943 13508224873 0     0     70    36    70    
24951 13221024883 0     0     68    35    68    
24962 12412024875 0     0     87    54    87    
24977 13608224909 0     0     68    35    68    
24978 11938124898 0     0     80    41    80    
24984 10927624796 0     0     188   95    188   
24984 13321024918 0     0     66    34    66    
24995 10835224910 0     0     85    68    85    
24995 12512024929 0     0     66    34    66    
25006 11815924854 0     0     152   77    152   
25016 13421024952 0     0     64    33    64    
25017 12038124939 0     0     78    40    78    
25027 12612024963 0     0     64    33    64    
25028 13708224944 0     0     84    52    84    
25038 94535 24780 0     0     258   130   258   
25044 10935224978 0     0     66    50    66    
25047 13521024985 0     0     62    32    62    
25055 12138124979 0     0     76    39    76    
25060 13808224996 0     0     64    33    64    
25075 12712024996 0     0     79    49    79    
25077 11027624891 0     0     186   94    186   
25077 13621025017 0     0     60    31    60    
25081 11915924931 0     0     150   76    150   
25091 13908225029 0     0     62    32    62    
25092 12238125018 0     0     74    38    74    
25093 11035225028 0     0     65    50    65    
25105 12812025045 0     0     60    31    60    
25121 14008225061 0     0     60    31    60    
25122 13721025048 0     0     74    46    74    
25128 12338125056 0     0     72    37    72    
25134 12912025076 0     0     58    30    58    
25149 11135225078 0     0     71    57    71    
25150 14108225092 0     0     58    30    58    
25150 13821025094 0     0     56    29    56    
25155 12015925007 0     0     148   75    148   
25163 12438125093 0     0     70    36    70    
25166 95535 24910 0     0     256   129   256   
25169 11127624985 0     0     184   93    184   
25177 13012025106 0     0     71    44    71    
25177 13921025123 0     0     54    28    54    
25178 14208225122 0     0     56    29    56    
25191 11235225135 0     0     56    43    56    
25197 12538125129 0     0     68    35    68    
25204 13112025150 0     0     54    28    54    
25205 14308225151 0     0     54    28    54    
25217 14021025151 0     0     66    41    66    
25228 12115925082 0     0     146   74    146   
25230 12638125164 0     0     66    34    66    
25230 13212025178 0     0     52    27    52    
25231 14408225179 0     0     52    27    52    
25242 14121025192 0     0     50    26    50    
25243 11335225178 0     0     65    53    65    
25256 14508225206 0     0     50    26    50    
25260 11227625078 0     0     182   92    182   
25262 12738125198 0     0     64    33    64    
25266 14221025218 0     0     48    25    48    
25268 13312025205 0     0     63    39    63    
25278 11435225231 0     0     47    36    47    
25280 14608225232 0     0     48    25    48    
25292 13412025244 0     0     48    25    48    
25293 12838125231 0     0     62    32    62    
25293 96535 25039 0     0     254   128   254   
25300 12215925156 0     0     144   73    144   
25301 14321025243 0     0     58    36    58    
25303 14708225257 0     0     46    24    46    
25314 11535225267 0     0     47    37    47    
25315 13512025269 0     0     46    24    46    
25323 12938125263 0     0     60    31    60    
25323 14421025279 0     0     44    23    44    
25336 14808225281 0     0     55    34    55    
25337 13612025293 0     0     44    23    44    
25344 14521025302 0     0     42    22    42    
25350 11327625170 0     0     180   91    180   
25352 13038125294 0     0     58    30    58    
25354 11635225304 0     0     50    41    50    
25357 14908225315 0     0     42    22    42    
25358 13712025316 0     0     42    22    42    
25371 12315925229 0     0     142   72    142   
25374 14621025324 0     0     50    31    50    
25377 15008225337 0     0     40    21    40    
25378 13812025338 0     0     40    21    40    
25380 13138125324 0     0     56    29    56    
25386 11735225345 0     0     41    33    41    
25393 14721025355 0     0     38    20    38    
25397 13912025359 0     0     38    20    38    
25405 15108225358 0     0     47    29    47    
25407 13238125353 0     0     54    28    54    
25411 14821025375 0     0     36    19    36    
25415 14012025379 0     0     36    19    36    
25419 97535 25167 0     0     252   127   252   
25419 11835225378 0     0     41    34    41    
25423 15208225387 0     0     36    19    36    
25432 14112025398 0     0     34    18    34    
25433 13338125381 0     0     52    27    52    
25436 14921025394 0     0     42    26    42    
25439 11427625261 0     0     178   90    178   
25440 15308225406 0     0     34    18    34    
25441 12415925301 0     0     140   71    140   
25447 11935225412 0     0     35    29    35    
25448 14212025416 0     0     32    17    32    
25452 15021025420 0     0     32    17    32    
25458 13438125408 0     0     50    26    50    
25463 15408225424 0     0     39    24    39    
25463 14312025433 0     0     30    16    30    
25467 15121025437 0     0     30    16    30    
25469 12035225441 0     0     28    23    28    
25478 15508225448 0     0     30    16    30    
25481 15221025453 0     0     28    15    28    
25482 13538125434 0     0     48    25    48    
25483 14412025449 0     0     34    21    34    
25492 15608225464 0     0     28    15    28    
25494 15321025468 0     0     26    14    26    
25496 14512025470 0     0     26    14    26    
25497 12135225464 0     0     33    29    33    
25505 13638125459 0     0     46    24    46    
25506 15421025482 0     0     24    13    24    
25508 14612025484 0     0     24    13    24    
25510 15708225479 0     0     31    19    31    
25510 12515925372 0     0     138   70    138   
25512 12235225493 0     0     19    16    19    
25517 15521025495 0     0     22    12    22    
25522 15808225498 0     0     24    13    24    
25523 14712025497 0     0     26    16    26    
25527 13738125483 0     0     44    23    44    
25527 11527625351 0     0     176   89    176   
25527 15621025507 0     0     20    11    20    
25530 12335225509 0     0     21    19    21    
25533 15908225511 0     0     22    12    22    
25533 14812025513 0     0     20    11    20    
25539 15721025518 0     0     21    13    21    
25542 14912025524 0     0     18    10    18    
25543 16008225523 0     0     20    11    20    
25544 12435225528 0     0     16    15    16    
25544 98535 25294 0     0     250   126   250   
25547 15821025531 0     0     16    9     16    
25548 13838125506 0     0     42    22    42    
25552 16108225534 0     0     18    10    18    
25552 15012025534 0     0     18    11    18    
25554 15921025540 0     0     14    8     14    
25555 12535225543 0     0     12    12    12    
25559 15112025545 0     0     14    8     14    
25560 16208225544 0     0     16    9     16    
25561 16021025548 0     0     13    8     13    
25565 15212025553 0     0     12    7     12    
0     12635225555 0     0     0     11    0     
25566 16121025556 0     0     10    6     10    
25567 16308225553 0     0     14    8     14    
25568 13938125528 0     0     40    21    40    
25570 16221025562 0     0     8     5     8     
25571 15312025560 0     0     11    7     11    
25573 16408225561 0     0     12    7     12    
25573 16321025567 0     0     6     4     6     
25575 15412025567 0     0     8     5     8     
25575 16421025571 0     0     4     3     4     
25576 16521025574 0     0     2     2     2     
0     16621025576 0     0     0     1     0     
25578 16508225568 0     0     10    6     10    
25578 15512025572 0     0     6     4     6     
25578 12615925442 0     0     136   69    136   
25580 15612025576 0     0     4     3     4     
25581 15712025579 0     0     2     2     2     
25582 16608225574 0     0     8     5     8     
0     15812025581 0     0     0     1     0     
25585 16708225579 0     0     6     4     6     
25587 14038125549 0     0     38    20    38    
25587 16808225583 0     0     4     3     4     
25588 16908225586 0     0     2     2     2     
0     17008225588 0     0     0     1     0     
25605 14138125569 0     0     36    19    36    
25614 11627625440 0     0     174   88    174   
25622 14238125588 0     0     34    18    34    
25638 14338125606 0     0     32    17    32    
25645 12815925579 0     0     66    1     66    
25645 12715925511 0     0     134   68    134   
25653 14438125623 0     0     30    16    30    
25667 14538125639 0     0     28    15    28    
25668 99535 25420 0     0     248   125   248   
25680 14638125654 0     0     26    14    26    
25692 14738125668 0     0     24    13    24    
25700 11827625615 0     0     85    1     85    
25700 11727625528 0     0     172   87    172   
25703 14838125681 0     0     22    12    22    
25710 13015925646 0     0     64    1     64    
25710 12915925580 0     0     130   66    130   
25713 14938125693 0     0     20    11    20    
25722 15038125704 0     0     18    10    18    
25730 15138125714 0     0     16    9     16    
25737 15238125723 0     0     14    8     14    
25743 15338125731 0     0     12    7     12    
25748 15438125738 0     0     10    6     10    
25752 15538125744 0     0     8     5     8     
25755 15638125749 0     0     6     4     6     
25757 15738125753 0     0     4     3     4     
25758 15838125756 0     0     2     2     2     
0     15938125758 0     0     0     1     0     
25773 13115925647 0     0     126   64    126   
25784 11927625616 0     0     168   85    168   
25791 10053525545 0     0     246   124   246   
25822 10153525669 0     0     153   32    153   
25835 13315925774 0     0     61    1     61    
25835 13215925711 0     0     124   63    124   
25867 12027625701 0     0     166   84    166   
25895 13415925775 0     0     120   61    120   
25943 10253525701 0     0     242   122   242   
25949 12127625785 0     0     164   83    164   
25954 13515925836 0     0     118   60    118   
25955 10353525823 0     0     132   13    132   
26012 13615925896 0     0     116   59    116   
26030 12227625868 0     0     162   82    162   
26069 13715925955 0     0     114   58    114   
26074 10453525836 0     0     238   120   238   
26110 12327625950 0     0     160   81    160   
26125 13815926013 0     0     112   57    112   
26180 13915926070 0     0     110   56    110   
26189 12427626031 0     0     158   80    158   
26192 10553525956 0     0     236   119   236   
26234 14015926126 0     0     108   55    108   
26267 12527626111 0     0     156   79    156   
26287 14115926181 0     0     106   54    106   
26309 10653526075 0     0     234   118   234   
26339 14215926235 0     0     104   53    104   
26344 12627626190 0     0     154   78    154   
26390 14315926288 0     0     102   52    102   
26420 12727626268 0     0     152   77    152   
26425 10753526193 0     0     232   117   232   
26440 14415926340 0     0     100   51    100   
26489 14515926391 0     0     98    50    98    
26495 12827626345 0     0     150   76    150   
26537 14615926441 0     0     96    49    96    
26540 10853526310 0     0     230   116   230   
26569 12927626421 0     0     148   75    148   
26584 14715926490 0     0     94    48    94    
26630 14815926538 0     0     92    47    92    
26642 13027626496 0     0     146   74    146   
26654 10953526426 0     0     228   115   228   
26675 14915926585 0     0     90    46    90    
26714 13127626570 0     0     144   73    144   
26719 15015926631 0     0     88    45    88    
26762 15115926676 0     0     86    44    86    
26767 11053526541 0     0     226   114   226   
26785 13227626643 0     0     142   72    142   
26804 15215926720 0     0     84    43    84    
26845 15315926763 0     0     82    42    82    
26855 13327626715 0     0     140   71    140   
26879 11153526655 0     0     224   113   224   
26885 15415926805 0     0     80    41    80    
26924 15515926846 0     0     78    40    78    
26924 13427626786 0     0     138   70    138   
26962 15615926886 0     0     76    39    76    
26990 11253526768 0     0     222   112   222   
26992 13527626856 0     0     136   69    136   
26999 15715926925 0     0     74    38    74    
27035 15815926963 0     0     72    37    72    
27059 13627626925 0     0     134   68    134   
27070 15915927000 0     0     70    36    70    
27100 11353526880 0     0     220   111   220   
27104 16015927036 0     0     68    35    68    
27125 13727626993 0     0     132   67    132   
27137 16115927071 0     0     66    34    66    
27169 16215927105 0     0     64    33    64    
27190 13827627060 0     0     130   66    130   
27200 16315927138 0     0     62    32    62    
27209 11453526991 0     0     218   110   218   
27230 16415927170 0     0     60    31    60    
27254 13927627126 0     0     128   65    128   
27259 16515927201 0     0     58    30    58    
27287 16615927231 0     0     56    29    56    
27314 16715927260 0     0     54    28    54    
27317 14027627191 0     0     126   64    126   
27317 11553527101 0     0     216   109   216   
27340 16815927288 0     0     52    27    52    
27365 16915927315 0     0     50    26    50    
27379 14127627255 0     0     124   63    124   
27389 17015927341 0     0     48    25    48    
27412 17115927366 0     0     46    24    46    
27424 11653527210 0     0     214   108   214   
27434 17215927390 0     0     44    23    44    
27440 14227627318 0     0     122   62    122   
27455 17315927413 0     0     42    22    42    
27475 17415927435 0     0     40    21    40    
27494 17515927456 0     0     38    20    38    
27500 14327627380 0     0     120   61    120   
27512 17615927476 0     0     36    19    36    
27529 17715927495 0     0     34    18    34    
27530 11753527318 0     0     212   107   212   
27545 17815927513 0     0     32    17    32    
27559 14427627441 0     0     118   60    118   
27560 17915927530 0     0     30    16    30    
27574 18015927546 0     0     28    15    28    
27587 18115927561 0     0     26    14    26    
27599 18215927575 0     0     24    13    24    
27610 18315927588 0     0     22    12    22    
27617 14527627501 0     0     116   59    116   
27620 18415927600 0     0     20    11    20    
27629 18515927611 0     0     18    10    18    
27635 11853527425 0     0     210   106   210   
27637 18615927621 0     0     16    9     16    
27644 18715927630 0     0     14    8     14    
27650 18815927638 0     0     12    7     12    
27655 18915927645 0     0     10    6     10    
27659 19015927651 0     0     8     5     8     
27662 19115927656 0     0     6     4     6     
27664 19215927660 0     0     4     3     4     
27665 19315927663 0     0     2     2     2     
0     19415927665 0     0     0     1     0     
27674 14627627560 0     0     114   58    114   
27730 14827627675 0     0     55    1     55    
27730 14727627618 0     0     112   57    112   
27739 11953527531 0     0     208   105   208   
27784 14927627676 0     0     108   55    108   
27837 15027627731 0     0     106   54    106   
27842 12153527740 0     0     102   1     102   
27842 12053527636 0     0     206   104   206   
27889 15127627785 0     0     104   53    104   
27940 15227627838 0     0     102   52    102   
27943 12253527741 0     0     202   102   202   
27990 15327627890 0     0     100   51    100   
28039 15427627941 0     0     98    50    98    
28043 12353527843 0     0     200   101   200   
28087 15527627991 0     0     96    49    96    
28134 15627628040 0     0     94    48    94    
28142 12453527944 0     0     198   100   198   
28180 15727628088 0     0     92    47    92    
28225 15827628135 0     0     90    46    90    
28240 12553528044 0     0     196   99    196   
28269 15927628181 0     0     88    45    88    
28312 16027628226 0     0     86    44    86    
28337 12653528143 0     0     194   98    194   
28354 16127628270 0     0     84    43    84    
28395 16227628313 0     0     82    42    82    
28433 12753528241 0     0     192   97    192   
28435 16327628355 0     0     80    41    80    
28474 16427628396 0     0     78    40    78    
28512 16527628436 0     0     76    39    76    
28528 12853528338 0     0     190   96    190   
28549 16627628475 0     0     74    38    74    
28585 16727628513 0     0     72    37    72    
28620 16827628550 0     0     70    36    70    
28622 12953528434 0     0     188   95    188   
28654 16927628586 0     0     68    35    68    
28687 17027628621 0     0     66    34    66    
28715 13053528529 0     0     186   94    186   
28719 17127628655 0     0     64    33    64    
28750 17227628688 0     0     62    32    62    
28780 17327628720 0     0     60    31    60    
28807 13153528623 0     0     184   93    184   
28809 17427628751 0     0     58    30    58    
28837 17527628781 0     0     56    29    56    
28864 17627628810 0     0     54    28    54    
28890 17727628838 0     0     52    27    52    
28898 13253528716 0     0     182   92    182   
28915 17827628865 0     0     50    26    50    
28939 17927628891 0     0     48    25    48    
28962 18027628916 0     0     46    24    46    
28984 18127628940 0     0     44    23    44    
28988 13353528808 0     0     180   91    180   
29005 18227628963 0     0     42    22    42    
29025 18327628985 0     0     40    21    40    
29044 18427629006 0     0     38    20    38    
29062 18527629026 0     0     36    19    36    
29077 13453528899 0     0     178   90    178   
29079 18627629045 0     0     34    18    34    
29095 18727629063 0     0     32    17    32    
29110 18827629080 0     0     30    16    30    
29124 18927629096 0     0     28    15    28    
29137 19027629111 0     0     26    14    26    
29149 19127629125 0     0     24    13    24    
29160 19227629138 0     0     22    12    22    
29165 13553528989 0     0     176   89    176   
29170 19327629150 0     0     20    11    20    
29179 19427629161 0     0     18    10    18    
29187 19527629171 0     0     16    9     16    
29194 19627629180 0     0     14    8     14    
29200 19727629188 0     0     12    7     12    
29205 19827629195 0     0     10    6     10    
29209 19927629201 0     0     8     5     8     
29212 20027629206 0     0     6     4     6     
29214 20127629210 0     0     4     3     4     
29215 20227629213 0     0     2     2     2     
0     20327629215 0     0     0     1     0     
29252 13653529078 0     0     174   88    174   
29338 13853529253 0     0     85    1     85    
29338 13753529166 0     0     172   87    172   
29422 13953529254 0     0     168   85    168   
29505 14053529339 0     0     166   84    166   
29587 14153529423 0     0     164   83    164   
29668 14253529506 0     0     162   82    162   
29748 14353529588 0     0     160   81    160   
29827 14453529669 0     0     158   80    158   
29905 14553529749 0     0     156   79    156   
29982 14653529828 0     0     154   78    154   
30058 14753529906 0     0     152   77    152   
30133 14853529983 0     0     150   76    150   
30207 14953530059 0     0     148   75    148   
30280 15053530134 0     0     146   74    146   
30352 15153530208 0     0     144   73    144   
30423 15253530281 0     0     142   72    142   
30493 15353530353 0     0     140   71    140   
30562 15453530424 0     0     138   70    138   
30630 15553530494 0     0     136   69    136   
30697 15653530563 0     0     134   68    134   
30763 15753530631 0     0     132   67    132   
30828 15853530698 0     0     130   66    130   
30892 15953530764 0     0     128   65    128   
30955 16053530829 0     0     126   64    126   
31017 16153530893 0     0     124   63    124   
31078 16253530956 0     0     122   62    122   
31138 16353531018 0     0     120   61    120   
31197 16453531079 0     0     118   60    118   
31255 16553531139 0     0     116   59    116   
31312 16653531198 0     0     114   58    114   
31368 16753531256 0     0     112   57    112   
31423 16853531313 0     0     110   56    110   
31477 16953531369 0     0     108   55    108   
31530 17053531424 0     0     106   54    106   
31582 17153531478 0     0     104   53    104   
31633 17253531531 0     0     102   52    102   
31683 17353531583 0     0     100   51    100   
31732 17453531634 0     0     98    50    98    
31780 17553531684 0     0     96    49    96    
31827 17653531733 0     0     94    48    94    
31873 17753531781 0     0     92    47    92    
31918 17853531828 0     0     90    46    90    
31962 17953531874 0     0     88    45    88    
32005 18053531919 0     0     86    44    86    
32047 18153531963 0     0     84    43    84    
32088 18253532006 0     0     82    42    82    
32128 18353532048 0     0     80    41    80    
32167 18453532089 0     0     78    40    78    
32205 18553532129 0     0     76    39    76    
32242 18653532168 0     0     74    38    74    
32278 18753532206 0     0     72    37    72    
32313 18853532243 0     0     70    36    70    
32347 18953532279 0     0     68    35    68    
32380 19053532314 0     0     66    34    66    
32412 19153532348 0     0     64    33    64    
32443 19253532381 0     0     62    32    62    
32473 19353532413 0     0     60    31    60    
32502 19453532444 0     0     58    30    58    
32530 19553532474 0     0     56    29    56    
32557 19653532503 0     0     54    28    54    
32583 19753532531 0     0     52    27    52    
32608 19853532558 0     0     50    26    50    
32632 19953532584 0     0     48    25    48    
32655 20053532609 0     0     46    24    46    
32677 20153532633 0     0     44    23    44    
32698 20253532656 0     0     42    22    42    
32718 20353532678 0     0     40    21    40    
32737 20453532699 0     0     38    20    38    
32755 20553532719 0     0     36    19    36    
32772 20653532738 0     0     34    18    34    
32788 20753532756 0     0     32    17    32    
32803 20853532773 0     0     30    16    30    
32817 20953532789 0     0     28    15    28    
32830 21053532804 0     0     26    14    26    
32842 21153532818 0     0     24    13    24    
32853 21253532831 0     0     22    12    22    
32863 21353532843 0     0     20    11    20    
32872 21453532854 0     0     18    10    18    
32880 21553532864 0     0     16    9     16    
32887 21653532873 0     0     14    8     14    
32893 21753532881 0     0     12    7     12    
32898 21853532888 0     0     10    6     10    
32902 21953532894 0     0     8     5     8     
32905 22053532899 0     0     6     4     6     
32907 22153532903 0     0     4     3     4     
32908 22253532906 0     0     2     2     2     
0     22353532908 0     0     0     1     0     
Processes: 2511
Avg WT = 1087.74,     Avg RT = 1077.42,     Avg TRT =1087.74
Migration %:   RTF = 0%,     MaxW = 0 % 
Work Steal %:10.5934%
Forked Process:76.1051%
Killed Process:0%
Processors:13[7 FCFS, 3 SJF, 3 RR]
Processors Load
p1=0%    p2=0%    p3=0%    p4=0%    p5=0%    p6=0%    p7=0%    p8=0%    p9=0%    p10=0%    p11=0%    p12=0%    p13=0%    
Processor Utiliz
p1=89.2834%    p2=97.9666%    p3=99.1744%    p4=99.5621%    p5=99.5838%    p6=99.5361%    p7=99.8071%    p8=99.8447%    p9=99.8715%    p10=99.9142%    p11=99.9005%    p12=99.917%    p13=99.9076%    
Avg utilization = 98%
